"CaseID","weight","tm_start","tm_finish","duration","C1","C2","C3","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","RFQ1","RFQ2","RFQ3","REI1","REI2","REI3","REI4","MR1","MR2","MR3","EPQ1","EPQ2","EPQ3","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","DPES1","DPES2","DPES3","DPES4","DPES5","DPES6","DPES7","DPES8","DPES9","DPES10","DPES11","DPES12","DPES13","DPES14","DPES15","DPES16","DPES17","DPES18","DPES19","DPES20","DPES21","DIT0","DIT1","DIT2","DIT3","DIT4","DIT5","DIT6","DIT7","DIT8","DIT9","DIT10","DIT11","DIT12","RANK_DIT1","RANK_DIT2","RANK_DIT3","RANK_DIT4","RANK_DIT5","RANK_DIT6","RANK_DIT7","RANK_DIT8","RANK_DIT9","RANK_DIT10","RANK_DIT11","RANK_DIT12","MELS1","MELS2","MELS3","MELS4","MELS5","MELS6","MELS7","MELS8","MELS9","MELS10","MELS11","MELS12","MOPS11","MOPS12","Dov_mops101","Dov_mops102","Dov_mops103","Dov_mops104","Dov_mops105","Dov_mops106","Dov_mops107","Dov_mops108","Dov_mops109","Dov_mops110","Dov_mops111","Dov_mops112","Dov_mops113","MOPS21","MOPS22","Dov_mops201","Dov_mops202","Dov_mops203","Dov_mops204","Dov_mops205","Dov_mops206","Dov_mops207","Dov_mops208","Dov_mops209","Dov_mops210","Dov_mops211","Dov_mops212","Dov_mops213","Dov_mops301","Dov_mops302","Dov_mops303","Dov_mops304","Dov_mops305","Dov_mops306","Dov_mops307","Dov_mops308","Dov_mops309","Dov_mops310","Dov_mops311","Dov_mops312","MOPS3_01","MOPS3_02","MOPS3_03","MOPS3_04","MOPS3_05","MOPS3_06","MOPS3_07","MOPS3_08","MOPS3_09","MOPS3_10","MOPS3_11","MOPS3_12","MFSS1","MFSS2","MFSS3","MFSS4","MFSS5","MFSS6","MFSS7","MFSS8","MFSS9","MFSS10","MFSS11","MFSS12","MFSS13","MFSS14","MFSS15","MFSS16","MFSS17","MFSS18","MI1","MI2","MI3","MI4","MI5","MI6","MI7","MI8","MI9","MI10","CRQ1","CQR2_A","CQR2_B","CQR2_C","CQR2_D","IS1","IS2","IS3","IS4","IS5","IS6","IS7","IS8","IS9","IS10","SV1","SV2","SV3","SV4","SV5","SV6","SV7","SV8","SV9","SV10","SV11","SV12","SV13","SV14","SV15","SV16","SV17","SV18","SV19","SV20","SV21","TET1","TET2","TET3","TET4","TET5","TET6","TET7","TET8","TET9","TET10","TET11","TET12","TET13","TET14","TET15","Dov_version","Block15","EVA1","EVA2","EVA3","EVA4","EVA5","EVA6","EVA7","EVA8","EVA9","EVA10","EVA11","EVA12","Dov_game","Block17","PPAGE","ppagecat","ppagect4","PPEDUC","PPEDUCAT","PPETHM","PPGENDER","PPHHHEAD","PPHHSIZE","PPHOUSE","PPINCIMP","PPMARIT","PPMSACAT","PPREG4","ppreg9","PPRENT","PPSTATEN","PPT01","PPT1317","PPT18OV","PPT25","PPT612","PPWORK","PPNET","FR1","CORE_EMP","core_par","PPINCCAT","EVER_PAR","PPADOPT2","ppcu0153","ppfs0681","ppfs0682","ppfs0683","ppfs0684","ppfs0685","ppfs0686","ppfs0687","ppfs0678","ppfs0679","ppfs0680","pph10001","pph10002","pph10055","pph10056","pph10057","pph10059","pph10060","pph10061","pph10083","pph10084","pph10085","pph10087","pph10088","pph10089","pph10219","pph10220","pph10221","pph10252","pph10253","pph10254","pph10255","pph10256","pph10257","pph1anxi","pph1depr","pph1inso","pph1ment","pphi0016","pphi0018","pphi0041","pphi0046","pphi0047","pphi0048","ppl10003","ppl10004","ppl10005","ppl10007","ppl10008","ppl10009","ppl10012","ppl10013","ppl10014","ppl10017","ppl10018","ppl10019","ppl10021","ppl10055","pppa0012","pppa0073","pppa0074","pppa0075","pppa0076","pppa0077","pppa0078","pppa0079","pppa0080","pppa0081","pppa0082","pppa0083","pppa0084","pppa0085","pppa0206","pppa0207","pppa0208","pppa0209","pppa0210","pppa0211","pppa0212","pppa0213","Display_time","Block7_page_time","DIT1_time","DIT1_RANK_time","Block4_time","Block9_time","Block14A_time","Block8_time","Block8_MOPS1_time","Block8_MOPS2_time","Block8_MOPS3_time","Block11_CRQ1_time","Block11_CQR2_time","Block6_time","Block14B_time","Block5_time","Block13_time","Block10_time","I9_time","SantaClara_time","Block2_time","I10_time","Block1_time","Block3_time","Block14C_time","Block16_time","IntroB15_time","Block15_time","Block12_time","Q1_time","Q42_time","Q43_time","Q44_time","Q45_time","Q1_health_time","Q4_time","Q19_time","Q35_time","Q36_time","Q1_LIFE1_time","Q1_LIFE2_time","Q1_LIFE3_time","Q2_time","Q3_LIFE_time","Q12_LIFE_time","FR1_time","Q20_Loop_2_time","Q37_time","Q20_Loop_1_time","Q20_Loop_4_time","pppa0233","pppa0016","pppa0017","pppa0035","pppa0041","pppa0042","pppa0043","pppa0044","pppa0045","pppa0046","pppa0047","pppa0048","pppa0049","pppa0050","pppa0051","pppa0070","pppa0071","pppa0086","pppa0087","pppa0088","pppa0089","pppa0090","pppa0092","pppa0093","pppa0094","pppa0095","pppa0096","pppa0097","pppa0098","pppa0099","pppa0100","pppa0101","pppa0102","partyid7","pppa0005","pppa0006","ppp20072"
12,0.46,3/10/2012,3/10/2012,73,3,4,2,1,2,3,3,2,3,4,5,2,3,1,2,1,3,4,4,3,6,1,1,6,6,2,3,4,1,3,1,3,1,1,5,1,4,2,5,5,4,5,5,5,3,5,3,3,5,4,4,4,5,5,3,4,5,4,5,5,5,4,4,2,3,5,5,1,4,3,1,2,3,2,2,1,4,1,2,4,-1,3,1,3,3,3,2,1,6,7,6,3,1,1,2,4,4,1,1,3,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,4,3,,4,4,,,,,3,3,,1,1,8,8,8,6,8,1,1,8,1,6,3,5,5,1,8,6,2,3,2,1,2,2,4,3,2,2,1,5,4,4,2,3,2,1,4,3,4,2,2,3,4,2,5,2,3,4,3,6,2,4,3,3,2,5,4,3,3,5,2,4,2,4,3,4,3,3,3,4,3,3,4,4,3,2,3,3,4,1,1,5,5,5,5,5,5,5,4,3,4,5,5,1,6,65,6,4,9,2,1,1,1,2,1,16,1,0,3,7,1,74,0,0,2,0,0,1,1,"",1,0,4,1,3,3,2,2,4,4,3,2,1,3,3,2,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,1,4,1,4,1,2,2,2,4,5,1,60,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,82,342,362,200,411,79,166,67,66,67,70,187,255,113,251,392,165,15,22,77,17,121,58,74,187,79,43,224,,,,,,,,,,,,,,,,,12,,,,,13,5,4,2,2,4,2,2,3,2,1,-1,1,4,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2
13,0.68,3/10/2012,3/10/2012,170,4,2,1,2,3,4,4,3,4,4,3,2,2,1,2,1,2,3,4,1,7,2,2,2,6,6,4,2,6,4,2,2,4,5,6,6,3,2,6,3,2,5,6,5,3,7,6,6,6,6,5,2,4,4,4,5,4,5,5,5,7,6,6,1,2,4,2,1,4,4,3,4,2,2,2,4,-1,1,-1,-1,3,-1,-1,4,-1,-1,-1,2,5,6,4,3,1,1,4,3,4,5,1,1,4,11,0,0,0,1,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,,,,5,2,4,1,,,,4,2,8,8,8,5,8,1,8,8,5,8,1,8,8,8,5,8,8,8,7,6,4,1,4,2,1,4,6,7,2,2,7,4,4,1,2,1,4,2,2,2,2,4,5,3,5,3,2,2,5,3,2,4,5,2,5,5,5,5,3,2,2,1,2,5,1,3,3,1,3,4,3,4,3,4,2,3,4,3,4,2,1,4,4,5,4,3,3,4,2,2,3,1,3,2,6,58,5,3,12,4,1,1,1,2,1,16,1,0,2,3,1,34,0,0,2,0,0,1,1,"",1,0,4,1,4,3,4,4,1,1,2,4,2,3,1,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,2,5,1,2,2,2,2,2,5,5,60,2,-1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,52,114,114,64,275,44,946,38,32,38,45,93,96,31,324,138,88,8,26,41,7,28,40,145,83,20,24,965,,,,,,,,,,,,,,,,,6,,,,,,2,2,2,2,4,2,2,3,6,3,2,1,3,6,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3
14,0.95,3/10/2012,3/10/2012,44,1,1,1,1,5,4,1,1,4,1,4,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,7,7,7,7,5,4,7,7,7,7,7,1,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,3,5,2,2,4,4,5,3,3,5,3,1,-1,2,-1,-1,-1,-1,4,-1,-1,3,-1,7,7,7,7,1,7,7,7,7,7,7,7,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,12,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,,,1,5,-1,,,5,,,5,5,8,8,8,8,1,8,8,1,8,8,1,1,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,1,7,4,7,7,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,1,10,43,3,2,10,3,4,1,1,3,3,4,6,1,1,2,2,21,0,0,3,0,0,6,1,"",0,1,2,1,2,4,2,2,2,3,2,2,3,4,4,4,4,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,-2,1,0,0,0,0,0,1,1,1,1,19,-2,1,4,1,2,6,1,1,4,5,5,4,3,1,1,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,49,94,21,37,180,11,45,48,26,11,17,13,30,9,90,55,22,12,5,23,5,427,8,15,85,496,341,435,,,,,,,,,,,,,,,,,2,,,,,7,3,3,4,5,5,3,3,5,6,2,2,1,4,6,5,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,5
15,0.84,3/10/2012,3/10/2012,15,3,3,3,3,3,3,3,1,3,3,3,2,2,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,2,7,7,7,7,4,4,4,4,4,4,4,4,7,12,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,,1,1,5,,1,,,,,1,8,8,8,5,8,1,8,8,4,8,4,8,8,8,-1,8,8,8,7,6,6,1,6,6,1,6,6,7,2,4,4,4,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,4,18,1,1,9,2,2,1,0,3,4,10,5,1,2,3,2,34,0,0,3,0,0,7,1,"",0,0,2,0,1,2,,,,,,,,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,3,3,3,3,3,3,3,3,3,3,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,16,57,10,236,10,86,38,22,16,13,6,20,14,20,26,40,4,11,13,125,43,10,8,14,2,17,17,,,,,,,,,,,,,,,,,3,,,,,4,2,2,2,3,3,3,3,3,5,5,5,5,5,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-2,-2,1
16,0.18,3/10/2012,3/10/2012,18,5,1,5,2,2,4,5,5,4,2,4,5,4,7,7,7,5,4,4,4,5,7,7,5,5,5,2,2,4,5,2,2,6,6,5,5,5,3,3,5,3,5,6,6,6,6,6,6,7,7,6,5,5,2,2,3,2,6,6,7,2,2,2,3,4,3,2,1,2,4,1,4,1,1,1,1,1,-1,-1,-1,4,2,-1,3,-1,-1,-1,-1,4,7,4,1,1,1,2,2,2,4,1,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,5,1,,,5,,,4,1,1,,,5,6,8,8,8,8,8,8,8,5,8,8,8,6,8,8,8,8,6,6,2,1,6,2,2,5,6,6,1,6,1,1,3,2,2,2,4,2,4,2,2,4,4,2,4,2,2,6,2,6,2,5,2,1,3,2,5,2,5,3,3,4,5,4,4,4,4,4,4,1,1,1,1,1,2,4,2,2,2,1,2,5,4,1,3,1,5,1,3,3,5,1,1,1,3,67,6,4,14,4,1,2,1,2,1,19,6,1,3,5,1,54,0,0,2,0,0,1,1,"",1,0,4,1,2,2,4,4,1,1,1,3,3,3,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,1,5,2,4,4,4,5,1,4,4,50,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,32,66,45,37,122,18,71,34,12,25,16,32,64,14,83,117,85,5,7,21,4,18,33,28,36,3,18,43,,,,,,,,,,,,,,,,,2,,,,,4,1,1,1,2,4,2,2,3,1,4,1,1,4,6,5,-2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,7,1,1,4
19,1.85,3/10/2012,3/10/2012,63,3,3,3,1,5,3,5,1,1,5,5,2,2,1,1,1,3,3,3,3,7,1,1,3,7,7,4,7,4,7,4,5,7,7,7,4,7,1,7,5,5,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,3,3,3,-1,3,3,3,3,3,3,1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,4,4,4,4,2,3,4,4,4,3,3,4,4,2,9,0,1,0,0,0,0,0,0,1,0,0,0,0,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,,3,,,3,3,,,3,3,,3,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,8,8,8,7,7,1,1,7,4,1,4,7,7,-1,1,1,4,1,1,1,1,5,1,5,1,1,5,5,1,5,1,3,1,5,1,2,1,5,1,1,1,1,6,1,5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,6,29,2,1,10,3,2,2,1,4,2,14,1,1,3,5,1,58,1,0,2,1,0,7,1,"",0,1,4,1,5,1,4,4,1,2,1,4,1,-2,-2,-2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,3,4,3,3,3,3,3,3,3,3,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,31,51,181,301,191,143,282,74,104,135,27,127,138,43,68,234,415,297,33,122,81,8,48,60,59,61,8,61,205,,,,,,,,,,,,,,,,,6,,,,,4,1,1,4,5,4,3,3,5,6,6,6,6,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,-2,2
20,0.53,3/10/2012,3/10/2012,1129,1,3,3,1,3,5,4,1,5,4,5,-1,1,1,1,1,3,3,4,3,7,1,2,7,7,7,4,5,3,3,4,5,4,4,3,6,5,3,7,7,6,6,6,6,6,5,6,6,6,6,7,6,6,7,6,4,7,4,5,5,6,5,5,3,4,3,1,1,1,3,1,5,1,1,1,1,3,1,-1,-1,-1,2,-1,4,-1,-1,-1,-1,7,7,5,6,1,1,5,4,7,7,1,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,5,,5,,5,5,,,,5,,5,8,8,8,8,8,8,8,8,8,8,7,8,6,6,6,8,8,8,7,6,4,1,6,4,1,2,6,7,3,4,1,7,1,1,2,1,4,1,4,1,1,4,5,3,5,5,3,3,2,3,3,4,2,5,1,2,1,4,5,4,3,4,3,2,2,2,2,2,2,5,5,5,5,5,4,4,5,4,5,1,2,4,4,5,4,5,4,5,3,2,4,5,5,2,6,52,4,3,11,3,1,2,1,3,1,17,1,1,3,5,1,58,0,0,3,0,0,1,1,"Morality is simply doing what God says is right, not what we decide is right.  We will never agree, but God knows.  Wrong is wrong regardless of how it feels.",0,0,4,1,3,3,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,2,-2,-2,-2,-2,-2,-2,1,1,0,0,0,0,3,2,-2,0,0,0,0,0,1,0,1,0,1,,,,,,,5,2,4,4,2,3,2,4,3,3,4,38,2,2,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,58,123,105,47,185,65481,135,28,18,26,40,83,126,38,123,380,110,30,17,33,10,27,33,125,56,20,32,109,,,,,,,,,,,,,,,,,79,,,,,14,5,5,2,3,2,2,2,5,6,6,6,5,5,6,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
22,0.92,3/10/2012,3/10/2012,51,5,1,1,3,2,5,4,1,5,5,4,1,1,1,1,2,5,3,5,5,7,1,3,7,7,7,3,1,2,4,1,1,2,5,6,6,6,1,6,7,6,7,5,6,7,6,5,6,6,7,7,2,6,6,5,6,6,5,6,5,3,3,3,3,3,1,1,1,2,3,1,5,1,1,1,1,2,-1,-1,-1,4,3,-1,1,-1,-1,-1,-1,7,7,7,3,1,1,5,5,7,6,1,1,12,9,0,0,0,0,0,0,0,0,1,0,0,1,0,8,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,,-1,,5,,,,3,5,,4,5,8,8,6,5,7,6,8,8,6,8,4,8,6,6,5,8,8,8,7,5,5,1,4,5,2,6,5,7,4,2,1,1,6,1,1,1,5,1,5,2,1,5,5,4,3,6,2,5,4,2,2,2,4,1,4,2,6,4,2,3,1,4,3,3,2,4,4,3,4,3,3,3,5,4,5,5,5,5,5,1,2,4,4,1,4,5,4,5,4,1,4,4,5,2,1,22,1,1,12,4,1,1,1,3,1,19,5,1,3,5,1,59,0,1,2,0,0,1,1,"Scripture is the ultimate guide for right and wrong.",0,0,4,0,5,2,3,3,1,1,3,3,3,2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,2,5,2,3,2,3,5,2,3,3,40,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,37,112,20,30,166,20,85,16,12,21,32,26,83,24,94,116,75,2,13,21,4,13,22,16,1689,4,23,60,,,,,,,,,,,,,,,,,31,,,,,15,5,5,1,2,3,1,1,4,2,2,6,6,6,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2
23,0.69,3/10/2012,3/10/2012,14,3,3,3,1,2,2,2,3,3,3,5,5,4,4,4,4,3,3,3,3,1,4,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,6,4,4,4,4,5,4,5,4,4,4,4,3,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,-1,-1,-1,3,-1,4,-1,-1,-1,-1,7,7,7,7,1,6,5,5,7,7,7,7,8,11,0,0,0,0,0,0,0,1,0,0,1,0,0,5,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,,,,5,5,,,5,4,5,5,,8,8,8,8,8,8,8,8,8,8,1,8,8,8,2,8,8,8,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,-1,4,4,3,4,4,5,4,4,4,2,2,5,5,3,4,4,4,4,4,4,5,3,4,1,1,60,5,4,9,2,1,1,1,2,1,3,1,1,2,3,1,31,0,0,2,0,0,7,1,"",0,0,1,0,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,3,3,3,3,1,3,1,3,3,1,25,5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,52,28,57,38,89,10,71,13,14,27,29,11,77,26,72,38,18,5,9,21,6,5,7,28,42,2,11,19,,,,,,,,,,,,,,,,,2,,,,,7,5,5,2,5,5,5,2,5,6,6,3,3,6,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5
24,0.62,3/10/2012,3/10/2012,18,5,1,5,4,1,1,1,1,4,5,1,3,3,2,7,6,1,3,5,5,7,7,7,4,5,2,7,4,1,7,1,1,4,2,7,7,7,1,3,5,4,6,7,6,2,7,5,5,7,7,7,6,7,6,7,4,6,4,4,6,5,7,6,3,3,5,5,1,3,4,2,3,1,3,2,2,2,-1,1,-1,4,3,-1,-1,-1,-1,-1,-1,7,7,7,1,1,1,7,7,1,1,1,1,8,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,,,1,1,,,1,,1,1,,8,8,8,8,6,8,1,6,8,8,1,6,6,8,8,8,8,8,6,7,4,1,6,4,1,6,6,7,3,7,4,7,2,1,2,1,4,1,5,1,1,4,4,1,4,1,1,3,5,3,1,4,5,2,2,1,3,5,1,4,1,2,2,5,3,4,4,3,4,5,4,4,5,4,5,5,5,5,5,1,2,5,5,1,5,1,5,1,4,5,5,2,1,2,6,57,5,3,13,4,1,2,1,2,1,19,1,1,1,2,1,23,0,0,2,0,0,1,1,"",1,0,4,1,2,1,4,4,1,1,3,4,1,3,1,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,2,5,4,4,4,5,2,4,5,5,35,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,29,83,54,37,101,22,62,8,9,18,33,27,76,16,71,118,52,6,11,22,6,11,20,23,33,6,20,61,,,,,,,,,,,,,,,,,4,,,,,2,1,2,3,2,4,2,2,4,1,5,1,4,3,6,5,-2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,5
26,0.95,3/10/2012,3/10/2012,33,5,1,5,1,3,3,3,3,5,5,3,1,1,1,1,1,4,5,1,4,1,4,3,1,1,1,5,6,4,4,2,4,4,6,6,6,6,1,7,6,1,6,7,7,7,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,4,5,5,1,5,1,5,5,3,4,3,-1,2,1,-1,-1,-1,4,-1,-1,3,-1,-1,1,7,7,7,6,5,5,7,7,5,6,7,7,2,9,0,1,0,0,0,0,0,0,1,0,0,0,0,5,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,5,5,,,1,,,,3,2,1,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,4,1,7,7,1,7,7,7,4,1,1,1,7,1,5,1,5,5,5,1,1,5,5,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,3,4,4,4,1,2,5,5,4,5,5,5,5,5,5,5,1,5,1,6,58,5,3,10,3,1,2,1,3,1,17,1,1,1,1,1,16,0,0,3,0,0,1,1,"Treat everyone as you would treat yourself. Never be mean to anyone and give everyone respect. Every one is created equal and deserves the same opportunity.",0,0,4,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,1,5,1,1,1,1,1,1,2,4,1,40,5,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,59,99,165,68,103,19,91,17,21,32,61,175,86,20,110,211,80,7,13,33,5,25,58,34,38,10,25,76,,,,,,,,,,,,,,,,,80,,,,,4,3,3,1,1,2,1,1,2,1,1,1,1,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,2
27,0.58,3/10/2012,3/10/2012,689,3,3,3,2,3,3,3,2,3,3,4,2,2,2,2,2,4,4,4,3,2,2,4,2,2,2,5,5,5,4,6,6,5,5,6,5,6,5,5,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,3,6,3,6,6,5,3,3,4,4,1,4,4,3,4,2,2,3,3,3,1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,7,7,7,7,1,1,6,6,4,7,3,3,9,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,4,2,,,4,,,2,2,2,,,8,8,8,8,8,8,8,8,8,8,7,8,7,8,8,8,8,8,7,6,4,1,6,6,1,4,6,6,1,5,4,3,4,1,2,2,4,2,4,2,2,4,4,3,3,3,3,2,2,3,3,2,4,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,3,4,4,4,1,3,68,6,4,13,4,1,2,1,2,1,13,1,0,2,3,1,31,0,0,2,0,0,5,1,"",1,0,3,1,2,2,3,3,3,2,2,3,2,3,3,3,2,2,,,,,,,,,,,,,3,2,,,,,,,,0,0,0,0,,,,,,,3,3,3,5,3,5,3,3,3,4,3,25,3,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,46,57,57,50,109,18,60,21,22,18,16,58,76,24,74,79,63,8,13,25,4,9,20,18,38,4,29,67,7,5,4,4,25,4,5,4,6,3,9,13,16,7,6,8,3,,,,,,5,5,2,5,5,2,2,5,1,1,1,1,2,-1,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2
